"product","condition","ppr"
"CYCLOPHOSPHAMIDE","Diffuse large B-cell lymphoma",29.4336011932865
"CYCLOPHOSPHAMIDE","Diffuse large B-cell lymphoma recurrent",35.2086955635835
"CYCLOPHOSPHAMIDE","Diffuse large B-cell lymphoma refractory",21.9040753066318
"CYCLOPHOSPHAMIDE","Disease progression",5.25850807051152
"CYCLOPHOSPHAMIDE","Disease recurrence",2.58914525222854
"CYCLOPHOSPHAMIDE","Dizziness",0.441496525615544
"CYCLOPHOSPHAMIDE","Drug hypersensitivity",0.348498840587036
"CYCLOPHOSPHAMIDE","Drug ineffective",0.519453358770815
"CYCLOPHOSPHAMIDE","Drug intolerance",0.561207310607438
"CYCLOPHOSPHAMIDE","Drug resistance",3.97364232026163
"CYCLOPHOSPHAMIDE","Dyspnoea",0.607882547624596
"CYCLOPHOSPHAMIDE","Dyspnoea exertional",1.36389078038432
"CYCLOPHOSPHAMIDE","Eczema",1.91561824478693
"CYCLOPHOSPHAMIDE","Ejection fraction decreased",8.6238210615674
"CYCLOPHOSPHAMIDE","Emotional distress",6.04611333152774
"CYCLOPHOSPHAMIDE","Encephalopathy",2.9823228840271
"CYCLOPHOSPHAMIDE","Enterococcal infection",11.5709633549296
"CYCLOPHOSPHAMIDE","Epstein-Barr virus infection",10.7813001048657
"CYCLOPHOSPHAMIDE","Erythema",0.279869889498836
"CYCLOPHOSPHAMIDE","Fatigue",0.593454196216554
"CYCLOPHOSPHAMIDE","Febrile neutropenia",11.1683584899801
"CYCLOPHOSPHAMIDE","Fungal infection",2.25681896107548
"CYCLOPHOSPHAMIDE","Gastrointestinal haemorrhage",0.78120820906465
"CYCLOPHOSPHAMIDE","General physical health deterioration",1.36578416403407
"CYCLOPHOSPHAMIDE","Graft versus host disease",13.9879542807826
"CYCLOPHOSPHAMIDE","Graft versus host disease in skin",13.8142050114021
"CYCLOPHOSPHAMIDE","Haematocrit decreased",8.50580409286366
"CYCLOPHOSPHAMIDE","Haematoma",2.76191217523081
"CYCLOPHOSPHAMIDE","Haematotoxicity",10.1400972921727
"CYCLOPHOSPHAMIDE","Haemoglobin abnormal",10.0920932810255
"CYCLOPHOSPHAMIDE","Haemoglobin decreased",3.46725582131421
"CYCLOPHOSPHAMIDE","Haemolysis",9.35160596052482
"CYCLOPHOSPHAMIDE","Haemolytic anaemia",11.4733108233269
"CYCLOPHOSPHAMIDE","Hair colour changes",27.3773677111705
"CYCLOPHOSPHAMIDE","Hair disorder",29.7563882894293
"CYCLOPHOSPHAMIDE","Hair texture abnormal",28.2351476797451
"CYCLOPHOSPHAMIDE","Headache",0.2915651773009
"CYCLOPHOSPHAMIDE","Heart rate increased",0.653013893642924
"CYCLOPHOSPHAMIDE","Hepatic failure",2.94574592572097
"CYCLOPHOSPHAMIDE","Hepatic steatosis",3.02509689167831
"CYCLOPHOSPHAMIDE","Hepatitis B",16.2636625400432
"CYCLOPHOSPHAMIDE","Hepatitis B reactivation",18.4189400152028
"CYCLOPHOSPHAMIDE","Herpes zoster",0.654072807170821
"CYCLOPHOSPHAMIDE","Hypercalcaemia",1.88426625786256
"CYCLOPHOSPHAMIDE","Hypersensitivity",0.2988913363085
"CYCLOPHOSPHAMIDE","Hypertension",0.599759978697227
"CYCLOPHOSPHAMIDE","Hypoaesthesia",0.565689953300409
"CYCLOPHOSPHAMIDE","Hypogammaglobulinaemia",30.2382555554484
"CYCLOPHOSPHAMIDE","Hypokalaemia",1.71296193244069
"CYCLOPHOSPHAMIDE","Hypotension",1.617060316828
"CYCLOPHOSPHAMIDE","Hypoxia",4.40794616746033
"CYCLOPHOSPHAMIDE","Immunodeficiency",2.64813080168247
"CYCLOPHOSPHAMIDE","Impaired quality of life",22.7501057285282
"CYCLOPHOSPHAMIDE","Infection",1.2219183499074
"CYCLOPHOSPHAMIDE","Influenza",0.360880749112004
"CYCLOPHOSPHAMIDE","Insomnia",0.281444992531565
"CYCLOPHOSPHAMIDE","Intentional product use issue",0.877173183125171
"CYCLOPHOSPHAMIDE","Interstitial lung disease",1.51851309392379
"CYCLOPHOSPHAMIDE","Invasive ductal breast carcinoma",13.5352191533912
"CYCLOPHOSPHAMIDE","Kaposi's sarcoma",9.64691983296244
"CYCLOPHOSPHAMIDE","Leukopenia",5.59914486851094
"CYCLOPHOSPHAMIDE","Lung disorder",1.35736373949465
"CYCLOPHOSPHAMIDE","Lymphadenopathy",3.93425064912754
"CYCLOPHOSPHAMIDE","Lymphocyte count decreased",7.85747798830695
"CYCLOPHOSPHAMIDE","Lymphoma",4.96859519724279
"CYCLOPHOSPHAMIDE","Lymphopenia",6.15051080770244
"CYCLOPHOSPHAMIDE","Madarosis",24.6980778161498
"CYCLOPHOSPHAMIDE","Malaise",0.358397585351944
"CYCLOPHOSPHAMIDE","Malignant neoplasm progression",5.07212522832143
"CYCLOPHOSPHAMIDE","Metastases to central nervous system",7.70665588159594
"CYCLOPHOSPHAMIDE","Metastases to liver",3.25009699112487
"CYCLOPHOSPHAMIDE","Mucosal inflammation",8.28795432262459
"CYCLOPHOSPHAMIDE","Multiple organ dysfunction syndrome",3.95980290425724
"CYCLOPHOSPHAMIDE","Myelodysplastic syndrome",13.2341335262906
"CYCLOPHOSPHAMIDE","Nausea",0.634400733997924
"CYCLOPHOSPHAMIDE","Neoplasm progression",4.74608360661801
"CYCLOPHOSPHAMIDE","Nephropathy toxic",9.06110862423296
"CYCLOPHOSPHAMIDE","Neuropathy peripheral",1.90240157097746
"CYCLOPHOSPHAMIDE","Neurotoxicity",14.5370479993746
"CYCLOPHOSPHAMIDE","Neutropenia",5.65812811567916
"CYCLOPHOSPHAMIDE","Neutropenic sepsis",10.6899081706981
"CYCLOPHOSPHAMIDE","Neutrophil count decreased",8.73708403994467
"CYCLOPHOSPHAMIDE","Oedema peripheral",0.525728445838127
"CYCLOPHOSPHAMIDE","Off label use",1.33138926420603
"CYCLOPHOSPHAMIDE","Overdose",0.66580136399622
"CYCLOPHOSPHAMIDE","Pain",0.801469206053806
"CYCLOPHOSPHAMIDE","Pain in extremity",0.180598304608808
"CYCLOPHOSPHAMIDE","Pancytopenia",6.21640384597939
"CYCLOPHOSPHAMIDE","Paraesthesia",0.727135437520814
"CYCLOPHOSPHAMIDE","Pericardial effusion",4.43035655795753
"CYCLOPHOSPHAMIDE","Peripheral sensory neuropathy",7.79732242137942
"CYCLOPHOSPHAMIDE","Plasma cell myeloma",5.52357276436441
"CYCLOPHOSPHAMIDE","Platelet count decreased",3.76473387148454
"CYCLOPHOSPHAMIDE","Pleural effusion",3.46425360088827
"CYCLOPHOSPHAMIDE","Pneumocystis jirovecii pneumonia",8.30557023931334
"CYCLOPHOSPHAMIDE","Pneumonia",1.26396767551803
"CYCLOPHOSPHAMIDE","Pneumonitis",2.39335243064813
"CYCLOPHOSPHAMIDE","Polyneuropathy",12.2669768988823
"CYCLOPHOSPHAMIDE","Product use in unapproved indication",4.08359199986536
"CYCLOPHOSPHAMIDE","Product use issue",0.756487665546272
"CYCLOPHOSPHAMIDE","Progressive multifocal leukoencephalopathy",7.91169309142437
"CYCLOPHOSPHAMIDE","Pruritus",0.267312322186435
"CYCLOPHOSPHAMIDE","Pseudomonas infection",8.06791383879774
"CYCLOPHOSPHAMIDE","Psychological trauma",37.472200834069
"CYCLOPHOSPHAMIDE","Pulmonary embolism",3.21448441070912
"CYCLOPHOSPHAMIDE","Pulmonary oedema",2.14521245047722
"CYCLOPHOSPHAMIDE","Pyrexia",2.54775902293701
"CYCLOPHOSPHAMIDE","Rash",0.390941934760742
"CYCLOPHOSPHAMIDE","Renal failure",0.382483881424012
"CYCLOPHOSPHAMIDE","Renal impairment",0.574154965507709
"CYCLOPHOSPHAMIDE","Respiratory failure",3.31249522990207
"CYCLOPHOSPHAMIDE","Respiratory tract infection",2.05691254434167
"CYCLOPHOSPHAMIDE","Rhinovirus infection",7.47594480784282
"CYCLOPHOSPHAMIDE","Second primary malignancy",8.46025741178336
"CYCLOPHOSPHAMIDE","Seizure",0.927306092660483
"CYCLOPHOSPHAMIDE","Sepsis",3.32906535159263
"CYCLOPHOSPHAMIDE","Septic shock",3.54908191451519
"CYCLOPHOSPHAMIDE","Sinusitis",0.477555512909251
"CYCLOPHOSPHAMIDE","Somnolence",0.327513828992105
"CYCLOPHOSPHAMIDE","Staphylococcal infection",4.17789005580362
"CYCLOPHOSPHAMIDE","Stomatitis",1.31957525286312
"CYCLOPHOSPHAMIDE","Tachycardia",1.85632965977349
"CYCLOPHOSPHAMIDE","Therapeutic product effect incomplete",0.606602559348011
"CYCLOPHOSPHAMIDE","Therapy non-responder",2.86961250329812
"CYCLOPHOSPHAMIDE","Therapy partial responder",13.3071511886433
"CYCLOPHOSPHAMIDE","Thrombocytopenia",4.63136358592851
"CYCLOPHOSPHAMIDE","Thrombosis",1.12074266347274
"CYCLOPHOSPHAMIDE","Toxicity to various agents",1.46885040343538
"CYCLOPHOSPHAMIDE","Treatment failure",1.43405973434851
"CYCLOPHOSPHAMIDE","Tremor",0.467891924887411
"CYCLOPHOSPHAMIDE","Tumour lysis syndrome",9.90099688538897
"CYCLOPHOSPHAMIDE","Underdose",2.22535636285177
"CYCLOPHOSPHAMIDE","Upper respiratory tract infection",0.663642344877888
"CYCLOPHOSPHAMIDE","Urinary tract infection",0.622820273286694
"CYCLOPHOSPHAMIDE","Venoocclusive disease",21.8659680079077
"CYCLOPHOSPHAMIDE","Venoocclusive liver disease",15.3344150595286
"CYCLOPHOSPHAMIDE","Vomiting",0.64067473851128
"CYCLOPHOSPHAMIDE","Weight decreased",0.176527537948902
"CYCLOPHOSPHAMIDE","White blood cell count abnormal",5.15993037644526
"CYCLOPHOSPHAMIDE","White blood cell count decreased",4.84599378759353
"CYCLOSPORINE","Abdominal discomfort",0.718182113843486
"CYCLOSPORINE","Abdominal pain",0.682618633231555
"CYCLOSPORINE","Abdominal pain upper",0.413721246593623
"CYCLOSPORINE","Accidental exposure to product",9.77319109184548
"CYCLOSPORINE","Acne",1.00783129725757
"CYCLOSPORINE","Acute graft versus host disease",18.9832533754955
"CYCLOSPORINE","Acute graft versus host disease in intestine",31.7365057494997
"CYCLOSPORINE","Acute graft versus host disease in skin",19.7664339702269
"CYCLOSPORINE","Acute kidney injury",0.537328141015707
"CYCLOSPORINE","Adverse event",1.26078053217217
"CYCLOSPORINE","Alanine aminotransferase abnormal",10.0047899261989
"CYCLOSPORINE","Alanine aminotransferase increased",3.94866051075155
"CYCLOSPORINE","Alopecia",0.779996200257164
"CYCLOSPORINE","Anaemia",0.827477929393068
"CYCLOSPORINE","Anaphylactic reaction",1.72887622910623
"CYCLOSPORINE","Aplastic anaemia",26.1345224624168
"CYCLOSPORINE","Arthralgia",0.752233388824974
"CYCLOSPORINE","Arthritis",1.30376477709347
"CYCLOSPORINE","Arthropathy",1.00321409276993
"CYCLOSPORINE","Aspartate aminotransferase increased",4.3070698936026
"CYCLOSPORINE","Asthenia",0.346495876157289
"CYCLOSPORINE","Back pain",0.464389982864407
"CYCLOSPORINE","Basal cell carcinoma",6.07807084602508
"CYCLOSPORINE","BK virus infection",31.3226732607947
"CYCLOSPORINE","Blood cholesterol increased",1.47650715684731
"CYCLOSPORINE","Blood creatinine increased",3.28649711956465
"CYCLOSPORINE","Blood iron abnormal",17.991962642489
"CYCLOSPORINE","Blood lactate dehydrogenase increased",3.85375041500551
"CYCLOSPORINE","Blood parathyroid hormone decreased",9.83377286486194
"CYCLOSPORINE","Blood pressure increased",0.688344503543794
"CYCLOSPORINE","Blood pressure systolic increased",1.42077351677982
"CYCLOSPORINE","Bronchitis",0.632256438285322
"CYCLOSPORINE","Bronchopulmonary aspergillosis",7.33997087911336
"CYCLOSPORINE","C-reactive protein abnormal",4.20459049199504
"CYCLOSPORINE","C-reactive protein increased",2.36511131321043
"CYCLOSPORINE","Cellulitis",1.36343691929304
"CYCLOSPORINE","Chest pain",0.464142070700906
"CYCLOSPORINE","Chronic graft versus host disease",31.5191587241843
"CYCLOSPORINE","Chronic graft versus host disease in skin",62.0369705148591
"CYCLOSPORINE","Chronic kidney disease",0.230823302561253
"CYCLOSPORINE","Colitis",2.05042555653688
"CYCLOSPORINE","Condition aggravated",1.00296944355252
"CYCLOSPORINE","Constipation",0.387944889198245
"CYCLOSPORINE","Contraindicated product administered",2.20647375631994
"CYCLOSPORINE","Cough",0.273492127557267
"CYCLOSPORINE","Cytomegalovirus infection",12.9814852746429
"CYCLOSPORINE","Death",0.408231968270025
"CYCLOSPORINE","Decreased appetite",0.616057162060885
"CYCLOSPORINE","Diabetes mellitus",1.09925282286123
"CYCLOSPORINE","Diarrhoea",0.565357214389802
"CYCLOSPORINE","Disease progression",1.83713404118975
"CYCLOSPORINE","Dizziness",0.34803935572439
"CYCLOSPORINE","Drug eruption",11.0550893138169
"CYCLOSPORINE","Drug hypersensitivity",2.01744786074116
"CYCLOSPORINE","Drug ineffective",1.81625283197651
"CYCLOSPORINE","Drug interaction",1.00492530418023
"CYCLOSPORINE","Drug intolerance",3.21754886573654
"CYCLOSPORINE","Drug tolerance decreased",5.25562374793657
"CYCLOSPORINE","Dry eye",3.07927848811547
"CYCLOSPORINE","Dysphagia",0.957337258794431
"CYCLOSPORINE","Dyspnoea",0.373290715178153
"CYCLOSPORINE","Eczema",1.80136256520613
"CYCLOSPORINE","Enthesopathy",9.20454547417514
"CYCLOSPORINE","Epistaxis",2.1939527802179
"CYCLOSPORINE","Epstein-Barr virus infection",13.6024391655924
"CYCLOSPORINE","Erythema",1.5873650825896
"CYCLOSPORINE","Expired product administered",4.94327401614706
"CYCLOSPORINE","Eye irritation",29.2191543330673
"CYCLOSPORINE","Eye pain",6.11685705595176
"CYCLOSPORINE","Eye pruritus",4.44439885756183
"CYCLOSPORINE","Eye swelling",3.33080359406096
"CYCLOSPORINE","Fall",0.369203675396648
"CYCLOSPORINE","Fatigue",0.567606239994473
"CYCLOSPORINE","Febrile neutropenia",1.38558581275476
"CYCLOSPORINE","Fungal infection",1.98249086719701
"CYCLOSPORINE","Gait disturbance",0.315791530122021
"CYCLOSPORINE","General physical health deterioration",1.56388563844172
"CYCLOSPORINE","Graft versus host disease",24.294454489871
"CYCLOSPORINE","Graft versus host disease in gastrointestinal tract",29.5477812150514
"CYCLOSPORINE","Graft versus host disease in skin",13.2064391614816
"CYCLOSPORINE","Granuloma skin",9.46760059015855
"CYCLOSPORINE","Haemoglobin decreased",1.14702373866688
"CYCLOSPORINE","Headache",0.723615736930948
"CYCLOSPORINE","Hepatic enzyme increased",1.53410266972241
"CYCLOSPORINE","Hepatic function abnormal",6.10246473568803
"CYCLOSPORINE","Herpes zoster",1.77832786501169
"CYCLOSPORINE","Hypercalcaemia",6.56708481663887
"CYCLOSPORINE","Hypersensitivity",2.26561867390016
"CYCLOSPORINE","Hypertension",1.14383243856396
"CYCLOSPORINE","Hypotension",0.503668511346867
"CYCLOSPORINE","Inappropriate schedule of product administration",1.026548816385
"CYCLOSPORINE","Incorrect dose administered",2.0298560322888
"CYCLOSPORINE","Infection",1.335723931202
"CYCLOSPORINE","Inflammation",2.80917333957256
"CYCLOSPORINE","Influenza",0.450906751472874
"CYCLOSPORINE","Infusion related reaction",2.35500251651487
"CYCLOSPORINE","Insomnia",0.659404809984292
"CYCLOSPORINE","Intentional product use issue",0.672187998681979
"CYCLOSPORINE","Joint injury",2.15834269109146
"CYCLOSPORINE","Joint swelling",0.763661932727037
"CYCLOSPORINE","Lacrimation increased",3.24559605180378
"CYCLOSPORINE","Leukopenia",1.88292031914263
"CYCLOSPORINE","Liver disorder",1.71842332791068
"CYCLOSPORINE","Liver function test abnormal",2.39903647086633
"CYCLOSPORINE","Liver function test increased",3.73181661609131
"CYCLOSPORINE","Loss of personal independence in daily activities",2.53309788614134
"CYCLOSPORINE","Malaise",0.468279542568917
"CYCLOSPORINE","Mobility decreased",0.846240784425796
"CYCLOSPORINE","Mucosal inflammation",3.58843387758867
"CYCLOSPORINE","Multiple organ dysfunction syndrome",2.71412916872712
"CYCLOSPORINE","Multiple use of single-use product",58.3912031512075
"CYCLOSPORINE","Muscle spasms",1.48497231358128
"CYCLOSPORINE","Muscular weakness",0.668208946259455
"CYCLOSPORINE","Musculoskeletal pain",0.781806716732853
"CYCLOSPORINE","Musculoskeletal stiffness",1.17450415210401
"CYCLOSPORINE","Myalgia",0.585475104608604
"CYCLOSPORINE","Nasopharyngitis",0.453551598071025
"CYCLOSPORINE","Nausea",0.720445159700288
"CYCLOSPORINE","Neck pain",0.996870545793685
"CYCLOSPORINE","Neutropenia",1.48917600486435
"CYCLOSPORINE","Ocular hyperaemia",6.66686654063895
"CYCLOSPORINE","Oedema",1.85869869442396
"CYCLOSPORINE","Off label use",1.4272507270231
"CYCLOSPORINE","Osteoarthritis",1.12618453127845
"CYCLOSPORINE","Ovarian cyst",7.56572277386575
"CYCLOSPORINE","Overdose",0.985792600611709
"CYCLOSPORINE","Pain",0.782095554371713
"CYCLOSPORINE","Pain in extremity",1.31298900288733
"CYCLOSPORINE","Pancytopenia",2.25003605003825
"CYCLOSPORINE","Panniculitis",9.64806293131529
"CYCLOSPORINE","Peripheral swelling",1.26148832459539
"CYCLOSPORINE","Platelet count decreased",0.851914812673862
"CYCLOSPORINE","Pneumonia",1.24963552338355
"CYCLOSPORINE","Polyomavirus-associated nephropathy",14.2401831543583
"CYCLOSPORINE","Product container issue",121.520598408264
"CYCLOSPORINE","Product dose omission",1.11791634223761
"CYCLOSPORINE","Product dropper issue",95.2382727656385
"CYCLOSPORINE","Product packaging quantity issue",27.7889096641662
"CYCLOSPORINE","Product storage error",9.49905329256684
"CYCLOSPORINE","Product use in unapproved indication",4.0566745748284
"CYCLOSPORINE","Product use issue",1.72192440316856
"CYCLOSPORINE","Pruritus",1.27863090183598
"CYCLOSPORINE","Psoriasis",3.2089084330237
"CYCLOSPORINE","Psoriatic arthropathy",4.63860156867589
"CYCLOSPORINE","Pyrexia",0.859170604646262
"CYCLOSPORINE","Rash",1.08563368857484
"CYCLOSPORINE","Rash pruritic",3.60672434955481
"CYCLOSPORINE","Red blood cell sedimentation rate",11.2964100634716
"CYCLOSPORINE","Red blood cell sedimentation rate increased",3.74608340150714
"CYCLOSPORINE","Renal disorder",1.64876044371262
"CYCLOSPORINE","Renal failure",0.302029970166334
"CYCLOSPORINE","Renal impairment",2.01950653556406
"CYCLOSPORINE","Respiratory failure",1.19884281439598
"CYCLOSPORINE","Rheumatoid arthritis",1.76798758505214
"CYCLOSPORINE","Rheumatoid nodule",7.03435010077592
"CYCLOSPORINE","Sepsis",1.26854082140253
"CYCLOSPORINE","Sinusitis",0.75019130141955
"CYCLOSPORINE","Skin exfoliation",0.807363175458498
"CYCLOSPORINE","Skin necrosis",8.30446625364563
"CYCLOSPORINE","Skin plaque",4.92919634400994
"CYCLOSPORINE","Skin ulcer",4.02474672501701
"CYCLOSPORINE","Sleep disorder due to general medical condition, insomnia type",6.01114546503979
"CYCLOSPORINE","Somnolence",0.433061017373834
"CYCLOSPORINE","Staphylococcal infection",2.49762206010646
"CYCLOSPORINE","Stomatitis",3.18865148864708
"CYCLOSPORINE","Stress",0.788972667976396
"CYCLOSPORINE","Synovitis",2.26544016837023
"CYCLOSPORINE","Tendonitis",5.45027647934163
"CYCLOSPORINE","Tenosynovitis",7.85683122279878
"CYCLOSPORINE","Therapeutic product effect decreased",1.102689483529
"CYCLOSPORINE","Therapeutic product effect incomplete",1.31390593698414
"CYCLOSPORINE","Therapeutic response decreased",2.27343970082235
"CYCLOSPORINE","Therapy non-responder",3.23570278106113
"CYCLOSPORINE","Thrombocytopenia",1.06417704514277
"CYCLOSPORINE","Tongue disorder",8.72115226945124
"CYCLOSPORINE","Transplant dysfunction",13.5795024146308
"CYCLOSPORINE","Transplant rejection",9.93947818237214
"CYCLOSPORINE","Treatment failure",3.96997562949403
"CYCLOSPORINE","Tremor",0.497298037405867
"CYCLOSPORINE","Ulcer",5.345005104194
"CYCLOSPORINE","Upper respiratory tract infection",0.835608686749891
"CYCLOSPORINE","Urinary tract infection",0.739227937702569
"CYCLOSPORINE","Urticaria",2.97970028905691
"CYCLOSPORINE","Viraemia",54.1206420882226
"CYCLOSPORINE","Vision blurred",1.67833793867161
"CYCLOSPORINE","Visual impairment",1.05685153128393
"CYCLOSPORINE","Vomiting",0.485974876603753
"CYCLOSPORINE","Weight decreased",0.524836891756469
"CYCLOSPORINE","White blood cell count decreased",0.788937432675522
"CYCLOSPORINE","Wrong technique in product usage process",1.24539225587456
"CYPROTERONE ACETATE","Meningioma",904.292202672628
"CYTARABINE","Acute kidney injury",1.17419232202969
"CYTARABINE","Acute myeloid leukaemia",40.1892505396842
"CYTARABINE","Anaemia",3.0047445633519
"CYTARABINE","Bone marrow failure",11.9563133349435
"CYTARABINE","Bronchopulmonary aspergillosis",29.485770001902
"CYTARABINE","Cytopenia",17.5501707671902
"CYTARABINE","Death",1.00603802161781
"CYTARABINE","Diarrhoea",0.576443998375805
"CYTARABINE","Diffuse large B-cell lymphoma recurrent",35.9525815022635
"CYTARABINE","Diffuse large B-cell lymphoma refractory",58.9869402355386
"CYTARABINE","Disease progression",8.49431159707123
"CYTARABINE","Drug ineffective",0.727800683370162
"CYTARABINE","Dyspnoea",0.497425630723175
"CYTARABINE","Fatigue",0.292038319125925
"CYTARABINE","Febrile neutropenia",28.0441106090529
"CYTARABINE","Haemoglobin abnormal",42.6546387558078
"CYTARABINE","Headache",0.54940149043188
"CYTARABINE","Hypotension",1.65935258863059
"CYTARABINE","Infection",1.888358621869
"CYTARABINE","Intentional product use issue",1.48941126888011
"CYTARABINE","Malignant neoplasm progression",3.54991093224709
"CYTARABINE","Mucormycosis",55.4333578273197
"CYTARABINE","Mucosal inflammation",12.9483527346304
"CYTARABINE","Multiple organ dysfunction syndrome",10.6145075276953
"CYTARABINE","Myelodysplastic syndrome",39.6247947736774
"CYTARABINE","Nausea",0.420129661222739
"CYTARABINE","Neutropenia",4.74896937699455
"CYTARABINE","Neutrophil count decreased",7.62874474966879
"CYTARABINE","Non-Hodgkin's lymphoma recurrent",122.569652818211
"CYTARABINE","Off label use",1.40440310792837
"CYTARABINE","Pancytopenia",14.7765859865343
"CYTARABINE","Platelet count decreased",5.00538847630612
"CYTARABINE","Pneumonia",1.28250834393266
"CYTARABINE","Product use in unapproved indication",3.95594003163061
"CYTARABINE","Pyrexia",2.46488308484877
"CYTARABINE","Renal failure",1.03599087308099
"CYTARABINE","Respiratory failure",3.74005998220592
"CYTARABINE","Sepsis",6.58185682648292
"CYTARABINE","Septic shock",10.1379198733378
"CYTARABINE","Thrombocytopenia",5.94650602419998
"CYTARABINE","Toxicity to various agents",2.42261616051926
"CYTARABINE","Vomiting",0.791418644190769
"CYTARABINE","White blood cell count abnormal",24.9911317393858
"CYTARABINE","White blood cell count decreased",2.09284419292607
"DABIGATRAN","Drug interaction",18.0326971905626
"DABIGATRAN ETEXILATE MESYLATE","Acute kidney injury",1.51962515806758
"DABIGATRAN ETEXILATE MESYLATE","Anaemia",2.93577735113811
"DABIGATRAN ETEXILATE MESYLATE","Asthenia",1.54614495402167
"DABIGATRAN ETEXILATE MESYLATE","Cardiac tamponade",206.8023190785
"DABIGATRAN ETEXILATE MESYLATE","Cerebrovascular accident",9.91878346903262
"DABIGATRAN ETEXILATE MESYLATE","Death",1.79407695013371
"DABIGATRAN ETEXILATE MESYLATE","Diarrhoea",1.00033578948172
"DABIGATRAN ETEXILATE MESYLATE","Dizziness",1.26343988771207
"DABIGATRAN ETEXILATE MESYLATE","Drug ineffective",0.453916026931937
"DABIGATRAN ETEXILATE MESYLATE","Drug interaction",4.98231058392205
"DABIGATRAN ETEXILATE MESYLATE","Dyspnoea",1.17167812743524
"DABIGATRAN ETEXILATE MESYLATE","Fall",3.11030705401509
"DABIGATRAN ETEXILATE MESYLATE","Gastrointestinal haemorrhage",22.1822410248291
"DABIGATRAN ETEXILATE MESYLATE","Haemorrhage",9.30314649797047
"DABIGATRAN ETEXILATE MESYLATE","Ischaemic stroke",77.7787252246088
"DABIGATRAN ETEXILATE MESYLATE","Lower gastrointestinal haemorrhage",46.6942928823134
"DABIGATRAN ETEXILATE MESYLATE","Melaena",21.9743408463473
"DABIGATRAN ETEXILATE MESYLATE","Pneumonia",1.08939390979063
"DABIGATRAN ETEXILATE MESYLATE","Rectal haemorrhage",9.7567345723879
"DABIGATRAN ETEXILATE MESYLATE","Upper gastrointestinal haemorrhage",20.0097214528342
"DABRAFENIB","Amylase increased",137.220268449219
"DABRAFENIB","Anaemia",3.21506936392182
"DABRAFENIB","Anion gap decreased",1007.45890660261
"DABRAFENIB","Aspartate aminotransferase increased",12.2096630681038
"DABRAFENIB","Blood alkaline phosphatase increased",32.6102075590345
"DABRAFENIB","Blood bilirubin increased",28.2395661059004
"DABRAFENIB","Blood chloride increased",213.476422588656
"DABRAFENIB","Blood creatinine decreased",100.218425264134
"DABRAFENIB","Blood folate decreased",478.542980636238
"DABRAFENIB","Blood iron decreased",30.4885360638962
"DABRAFENIB","Blood urea increased",37.0963550880805
"DABRAFENIB","Chills",8.29172312526691
"DABRAFENIB","Concomitant disease aggravated",43.6402832156159
"DABRAFENIB","Decreased appetite",3.03665887802473
"DABRAFENIB","Diarrhoea",1.28006120703123
"DABRAFENIB","Dizziness",1.74681444101961
"DABRAFENIB","Dry skin",4.23958343863777
"DABRAFENIB","Dysphonia",12.0388171229242
"DABRAFENIB","Dyspnoea",1.69380346400021
"DABRAFENIB","Fatigue",1.10306596460694
"DABRAFENIB","Gastric haemorrhage",123.097872832473
"DABRAFENIB","Gastrointestinal fistula",765.668769017981
"DABRAFENIB","Gastrooesophageal reflux disease",5.78066817760706
"DABRAFENIB","Haemoptysis",18.7846713245692
"DABRAFENIB","Headache",1.23523448591594
"DABRAFENIB","Hyperglycaemia",19.5320838516477
"DABRAFENIB","Hypertension",3.0446507436694
"DABRAFENIB","Hypoalbuminaemia",74.7236924871159
"DABRAFENIB","Hypocalcaemia",23.602613101664
"DABRAFENIB","Hypokalaemia",12.1476879108041
"DABRAFENIB","Hyponatraemia",12.8075503181189
"DABRAFENIB","Hypothyroidism",21.5068921392075
"DABRAFENIB","Lipase increased",102.800328966066
"DABRAFENIB","Lymphocyte count decreased",17.9061919789051
"DABRAFENIB","Melaena",38.0659189142462
"DABRAFENIB","Neutrophil count decreased",12.5478634539612
"DABRAFENIB","Neutrophil count increased",33.5035925766328
"DABRAFENIB","Oedema",18.2810863067633
"DABRAFENIB","Oedema peripheral",5.72720172823111
"DABRAFENIB","Oral pain",23.481970016908
"DABRAFENIB","Osteoarthritis",9.43484065987818
"DABRAFENIB","Pain",1.20566214922726
"DABRAFENIB","Pain in extremity",2.11570066347393
"DABRAFENIB","Productive cough",5.60737795882712
"DABRAFENIB","Protein total decreased",137.052882282455
"DABRAFENIB","Protein total increased",210.348562917028
"DABRAFENIB","Pruritus",2.47978729563648
"DABRAFENIB","Pyrexia",4.52310327786321
"DABRAFENIB","Rash",2.19697237338737
"DABRAFENIB","Rash maculo-papular",32.0721349770168
"DABRAFENIB","Skin irritation",8.76385466254842
"DABRAFENIB","Soft tissue disorder",96.4318348889144
"DABRAFENIB","Tachycardia",8.02812214124822
"DABRAFENIB","Thrombophlebitis superficial",223.879757022801
"DABRAFENIB","Transferrin decreased",965.128700442833
"DABRAFENIB","Weight decreased",2.53104877113702
"DABRAFENIB","Weight increased",2.73238444442931
"DABRAFENIB","White blood cell count decreased",5.68200244163148
"DABRAFENIB","White blood cell count increased",15.7696437392142
"DABRAFENIB MESYLATE","Abdominal pain",2.58717495164619
"DABRAFENIB MESYLATE","Alanine aminotransferase increased",6.7924673594211
"DABRAFENIB MESYLATE","Aspartate aminotransferase increased",8.24233606025096
