"var1";"var2";"N";"E";"PRR";"QUANT_05";"ebgm";"QUANT_95"
"NINTEDANIB";"OXYGEN CONSUMPTION INCREASED";16;0,165374806112296;113,96;52,67;81,37;121,23
"DOCETAXEL";"ALOPECIA";2302;42,2000443171894;82,71;52,66;54,51;56,4
"EPOPROSTENOL";"FLUSHING";123;1,97617082104111;66,22;52,64;61,21;70,85
"NEVIRAPINE";"PINEALOBLASTOMA";5;0,00519640770076338;1191,06;52,6;131,52;300,2
"ALEMTUZUMAB";"BLOOD CREATININE DECREASED";10;0,0780460464287732;148,97;52,57;92,1;152,19
"SULFAMETHOXAZOLETRIMETHOPRIM";"ANAPHYLACTOID REACTION";8;0,0506519406149662;173,83;52,51;99;173,46
"ELTROMBOPAG";"PETECHIAE";14;0,136066805990641;109,85;52,5;83,76;128,2
"VEDOLIZUMAB";"GASTROINTESTINAL STOMA OUTPUT INCREASED";9;0,064338131465639;318,45;52,47;95,04;161,31
"KETOPROFEN";"PALATAL OEDEMA";5;0,00523333869194774;1125,84;52,44;131,27;299,82
"HYDROXYPROGESTERONE CAPROATE";"INJECTION SITE NODULE";56;0,819629039055609;84,44;52,42;65,7;81,5
"ETONOGESTREL";"IMPLANT SITE SWELLING";7;0,037461059528413;447,07;52,37;103,74;189,14
"VERTEPORFIN";"DISEASE PROGRESSION";8;0,0508626645058416;157,98;52,36;98,73;172,98
"DIAZEPAM";"ASPHYXIA";22;0,259383730377695;92,6;52,35;75,57;106,28
"ATORVASTATIN";"PRIMARY BILIARY CHOLANGITIS";8;0,0509126299645028;211,44;52,33;98,66;172,87
"LEVONORGESTREL";"DYSPAREUNIA";30;0,387592924891054;156,44;52,32;71,48;95,8
"MYCOPHENOLATE MOFETIL";"ENCEPHALITIS VIRAL";16;0,166752114842348;131,28;52,3;80,79;120,36
"TACROLIMUS";"DERMOID CYST";12;0,107473529168966;178,05;52,21;86,74;137,29
"IMATINIB MESYLATE";"POLYMERASE CHAIN REACTION POSITIVE";8;0,0511407331453473;269,47;52,17;98,37;172,35
"ONDANSETRON HYDROCHLORIDE";"FALLOTS TETRALOGY";5;0,00530068344057803;1257,37;52,15;130,81;299,15
"IRINOTECAN";"GASTROINTESTINAL TOXICITY";6;0,0237227308078328;268,19;52,1;110,4;214,95
"DEFIBROTIDE SODIUM";"MULTIPLE ORGAN DYSFUNCTION SYNDROME";17;0,182873578699942;94,7;52,07;79,33;116,82
"AMLODIPINE BESYLATE";"PSEUDOLYMPHOMA";13;0,122558752862152;177,96;52,06;84,65;131,63
"TAFLUPROST";"EYE IRRITATION";42;0,58863003401996;73,38;52,04;67,62;86,67
"TREPROSTINIL";"INFUSION SITE WARMTH";14;0,137487562945616;165,99;52,04;83,03;127,08
"OCTREOTIDE ACETATE";"GASTROINTESTINAL NEOPLASM";9;0,0651658201504177;189,53;51,99;94,17;159,83
"ESTRADIOLPROGESTERONE";"VAGINAL HAEMORRHAGE";12;0,108133942187792;112,61;51,95;86,31;136,61
"TOCILIZUMAB";"RED BLOOD CELL SEDIMENTATION RATE ABNORMAL";51;0,741943612893695;97,77;51,95;65,83;82,51
"TIOTROPIUM BROMIDE MONOHYDRATE";"OBSTRUCTIVE AIRWAYS DISORDER";37;0,506389061474893;78,53;51,92;68,67;89,44
"LAMIVUDINEZIDOVUDINE";"FOETAL EXPOSURE DURING PREGNANCY";17;0,183512267606307;93,34;51,91;79,09;116,46
"PARATHYROID HORMONE";"BLOOD CALCIUM INCREASED";10;0,0793842517563945;134,83;51,9;90,92;150,25
"ARIPIPRAZOLE";"EXTRAPYRAMIDAL DISORDER";22;0,261938486003154;95,92;51,88;74,9;105,33
"EFAVIRENZEMTRICITABINETENOFOVIR DISOPROXIL FUMARATE";"FRACTURE";31;0,407861521817526;80,99;51,83;70,44;93,97
"LEVODOPA";"DEVICE USE ISSUE";20;0,230753522564836;94,64;51,8;76,21;108,95
"OCTREOTIDE ACETATE";"HEPATIC NEOPLASM";14;0,138230527591795;126,35;51,8;82,65;126,51
"RUXOLITINIB";"POLYCYTHAEMIA VERA";12;0,108577114082004;256,55;51,78;86,03;136,16
"ETONOGESTREL";"AMENORRHOEA";52;0,761708210411064;86,49;51,77;65,45;81,85
"CARBIDOPALEVODOPA";"TENSION";62;0,934408387245339;109,92;51,73;64,09;78,68
"TOBRAMYCIN";"CYSTIC FIBROSIS";22;0,262774864332918;90,78;51,73;74,68;105,03
"COPPER";"OVARIAN CYST";10;0,0797622513132226;130,19;51,71;90,6;149,7
"VENETOCLAX";"RICHTERS SYNDROME";16;0,168983181192132;144,65;51,7;79,86;118,98
"HYDROXYPROPYL CELLULOSE";"PRODUCT AVAILABILITY ISSUE";5;0,00540495918039269;940,18;51,69;130,11;298,1
"DICLOFENAC SODIUM";"DRUG EFFECTIVE FOR UNAPPROVED INDICATION";34;0,459039185954058;80,29;51,65;69,19;91,13
"BRINZOLAMIDE";"GLAUCOMA";9;0,0657719228880904;139,22;51,64;93,54;158,76
"TOLVAPTAN";"HYPERNATRAEMIA";8;0,0519380080726802;169,73;51,63;97,35;170,56
"MOMETASONE FUROATE";"NO ADVERSE EVENT";117;1,90922362366886;63,61;51,59;60,23;69,96
"KETOTIFEN FUMARATE";"EYE IRRITATION";8;0,0520335941675103;154,57;51,57;97,23;170,36
"METFORMIN HYDROCHLORIDE";"HYPERLACTACIDAEMIA";21;0,247733088864654;143,41;51,57;75,13;106,5
"BUPRENORPHINE";"BREAKTHROUGH PAIN";9;0,0660847501075344;181,25;51,46;93,22;158,22
"CYTARABINE";"FEBRILE NEUTROPENIA";57;0,853966171212075;69,36;51,39;64,27;79,58
"MACITENTAN";"PULMONARY ARTERIAL HYPERTENSION";162;2,73244800333682;87,64;51,37;58,57;66,54
"TOCILIZUMAB";"PLEURAL FIBROSIS";14;0,139659974191754;177,43;51,36;81,93;125,41
"CANAGLIFLOZINMETFORMIN HYDROCHLORIDE";"TOE AMPUTATION";5;0,00549185563023823;940,16;51,31;129,53;297,24
"EPOPROSTENOL";"RIGHT VENTRICULAR FAILURE";16;0,170477800129476;103,26;51,3;79,25;118,07
"INOTUZUMAB OZOGAMICIN";"GRAFT VERSUS HOST DISEASE";6;0,0244005231166281;252,89;51,27;108,71;211,99
"INOTERSEN SODIUM";"GLOMERULAR FILTRATION RATE DECREASED";7;0,0388687820159107;184,62;51,2;101,43;184,98
"ARIPIPRAZOLE";"SEXUAL DYSFUNCTION";25;0,315822974552375;89,66;50,98;71,86;98,99
"LOTEPREDNOL ETABONATE";"OCULAR HYPERAEMIA";13;0,125791300796406;104,44;50,95;82,84;128,81
"EPOPROSTENOL";"DEVICE INFUSION ISSUE";7;0,0391902988803392;216,29;50,94;100,91;184,05
"RUXOLITINIB";"SPLENOMEGALY";112;1,84581093939407;87,96;50,87;59,6;69,46
"RIVAROXABAN";"DIVERTICULUM INTESTINAL HAEMORRHAGIC";57;0,86414609031148;214,07;50,8;63,53;78,67
"PEGFILGRASTIM";"APPLICATION SITE BRUISE";10;0,0816913524997936;295,86;50,78;88,96;147
"METFORMIN HYDROCHLORIDESITAGLIPTIN PHOSPHATE";"DIABETES MELLITUS INADEQUATE CONTROL";14;0,141775902745493;101,91;50,71;80,89;123,82
"BECLOMETHASONE DIPROPIONATE";"DRUG DELIVERY SYSTEM MALFUNCTION";8;0,0533761443176239;155,15;50,68;95,56;167,44
"RISPERIDONE";"INVASIVE BREAST CARCINOMA";9;0,0674924725950321;265,7;50,68;91,8;155,81
"OSELTAMIVIR PHOSPHATE";"SLEEP TERROR";7;0,0395726432596596;191,37;50,64;100,31;182,96
"LANSOPRAZOLE";"SINGLE FUNCTIONAL KIDNEY";8;0,0534934545249154;223,83;50,61;95,42;167,19
"ETONOGESTREL";"IMPLANT SITE REACTION";6;0,0249740396856086;958;50,58;107,31;209,55
"IRBESARTAN";"RENAL DYSPLASIA";5;0,00565695888494476;1374,35;50,56;128,42;295,6
"METHYLPHENIDATE";"PRODUCT SUBSTITUTION ISSUE";21;0,253194530737447;84,06;50,56;73,66;104,41
"DOXEPIN HYDROCHLORIDE";"COMPLETED SUICIDE";28;0,368984050156631;76,51;50,49;69,78;94,47
"PALIVIZUMAB";"RHINOVIRUS INFECTION";34;0,470283586564071;90,8;50,48;67,62;89,06
"ALEMTUZUMAB";"LYMPHOCYTE COUNT DECREASED";62;0,9585373589562;69,56;50,46;62,52;76,75
"RITUXIMAB";"DIFFUSE LARGE BCELL LYMPHOMA RECURRENT";62;0,958635117462276;117,31;50,46;62,51;76,74
"MESALAMINE";"COLITIS ULCERATIVE";42;0,608040528504208;72,67;50,44;65,54;84,01
"EXENATIDE";"DRUG DELIVERY SYSTEM MALFUNCTION";44;0,643055452969469;84,04;50,41;65,1;82,98
"PANTOPRAZOLE SODIUM";"CHRONIC KIDNEY DISEASE";311;5,5989902632528;59,66;50,24;55,21;60,55
"LEVONORGESTREL";"UTERINE SPASM";17;0,190511776641365;214,23;50,23;76,52;112,68
"METFORMIN HYDROCHLORIDEVILDAGLIPTIN";"PEMPHIGOID";7;0,040080987491256;180,79;50,23;99,52;181,54
"AZITHROMYCIN ANHYDROUS";"LINEAR IGA DISEASE";7;0,0401200908936865;198,76;50,2;99,46;181,43
"NIVOLUMAB";"IMMUNEMEDIATED ENTEROCOLITIS";35;0,490376218179606;159,34;50,18;66,92;87,8
"METOPROLOL SUCCINATE";"SUSPECTED SUICIDE";38;0,542809536016406;74,3;50,11;66,03;85,7
"CABERGOLINE";"CEREBROSPINAL FLUID LEAKAGE";5;0,00576123462475941;960,09;50,09;127,73;294,58
"CARBIDOPALEVODOPA";"DYSKINESIA";363;6,60717156400575;81,65;50,09;54,66;59,54
"CLOPIDOGREL BISULFATE";"PERIRENAL HAEMATOMA";6;0,0254454529260207;437,05;50,02;106,17;207,59
"ONDANSETRON HYDROCHLORIDE";"RHINITIS ALLERGIC";6;0,0254432805147746;251,47;50,02;106,18;207,6
"DENOSUMAB";"DENTAL IMPLANTATION";16;0,175821931794977;148,6;49,94;77,14;114,93
"CIPROFLOXACIN";"MYOSCLEROSIS";6;0,0255301769646201;435,6;49,92;105,97;207,24
"CIPROFLOXACIN";"TOXIC OPTIC NEUROPATHY";6;0,0255301769646201;435,6;49,92;105,97;207,24
"RISPERIDONE";"EMOTIONAL DISTRESS";565;10,5213265612033;66,99;49,92;53,53;57,33
"SULFAMETHOXAZOLETRIMETHOPRIM";"DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS";26;0,340008428955635;79,99;49,89;69,84;95,62
"MECHLORETHAMINE";"APPLICATION SITE PAIN";10;0,0836747639675181;123,03;49,85;87,34;144,32
"MACITENTAN";"ASPIRATION PLEURAL CAVITY";16;0,176643103246017;180,16;49,74;76,83;114,46
"TACROLIMUS";"KIDNEY TRANSPLANT REJECTION";32;0,443328307821984;94,96;49,73;67,24;89,31
"SODIUM OXYBATE";"SOMNAMBULISM";24;0,308056604347429;101,88;49,66;70,53;97,79
"ETHINYL ESTRADIOLLEVONORGESTREL";"MENINGIOMA";6;0,0257561077342185;245,84;49,65;105,43;206,32
"MEPOLIZUMAB";"SLEEP DISORDER DUE TO A GENERAL MEDICAL CONDITION";45;0,670979627127334;81,29;49,65;63,93;81,27
"TENOFOVIR DISOPROXIL FUMARATE";"LIPODYSTROPHY ACQUIRED";8;0,0550184872197046;166,41;49,65;93,6;164,01
"ARIPIPRAZOLE";"METABOLIC DISORDER";17;0,19308608396804;101,26;49,63;75,62;111,35
"TEDUGLUTIDE";"STOMA COMPLICATION";5;0,00587854483205089;968,54;49,55;126,95;293,43
"FINASTERIDE";"LISTLESS";6;0,0258669007077716;264,18;49,52;105,17;205,86
"MYCOPHENOLATE MOFETIL";"HUMAN HERPESVIRUS 6 INFECTION";19;0,226104562498099;109,89;49,52;73,64;106,23
"OXYBUTYNIN";"PRODUCT ADHESION ISSUE";19;0,226156700368006;86,86;49,51;73,63;106,22
"FORMOTEROL FUMARATEMOMETASONE FUROATE";"ASTHMA";18;0,210167753596427;86,11;49,44;74,38;108,36
"MENTHOLZINC OXIDE";"IMPAIRED WORK ABILITY";7;0,0411020207769412;173,05;49,44;97,96;178,74
"DIPHENHYDRAMINE";"COMPLETED SUICIDE";56;0,870802358369649;65,37;49,43;61,95;76,85
"LEVONORGESTREL";"EXPIRED DEVICE USED";20;0,243066749507949;177,91;49,42;72,71;103,95
"CEFAZOLIN";"CHOLANGITIS SCLEROSING";5;0,00590895858949683;902,52;49,41;126,75;293,14
"CARBIDOPALEVODOPA";"REDUCED FACIAL EXPRESSION";26;0,343621148857963;138,29;49,4;69,15;94,68
"HUMAN IMMUNOGLOBULIN G";"INFUSION SITE PRURITUS";32;0,446556510933746;119,77;49,39;66,78;88,69
"SILDENAFIL CITRATE";"MALIGNANT MELANOMA";43;0,639575250153155;76,57;49,36;63,94;81,72
"IPRATROPIUM BROMIDE";"ASTHMA";53;0,818929522634353;65,75;49,31;62,2;77,62
"TISAGENLECLEUCEL";"ENTEROCOCCAL INFECTION";13;0,131187570331814;110,58;49,19;79,98;124,37
"DOLUTEGRAVIR";"IMMUNE RECONSTITUTION INFLAMMATORY SYNDROME";9;0,0703665726736734;134,47;49,16;89,04;151,13
"LEUPROLIDE ACETATE";"BLOOD TESTOSTERONE INCREASED";14;0,147033137961149;140,7;49,16;78,42;120,04
"MINOXIDIL";"APPLICATION SITE PAIN";36;0,51863277125813;77,33;49,16;65,29;85,34
"ONDANSETRON HYDROCHLORIDE";"FOETAL EXPOSURE DURING PREGNANCY";40;0,589170964420249;69,12;49,15;64,3;82,92
"NICOTINE";"APPLICATION SITE SWELLING";11;0,1004783649564;132,87;49,11;83,61;135,02
"AMIODARONE";"AEROPHAGIA";5;0,00597413092688098;1672,88;49,1;126,32;292,51
"BUROSUMABTWZA";"GINGIVAL DISORDER";9;0,0704686760022419;140,53;49,1;88,95;150,97
"CIPROFLOXACIN";"TENDONITIS";52;0,805182504268788;73,82;49,06;62,02;77,56
"PEGFILGRASTIM";"APPLICATION SITE DISCOMFORT";15;0,163382704999587;163,5;49,04;76,93;116,09
"COCAINE HYDROCHLORIDE";"COMPLETED SUICIDE";19;0,228770111097111;83,51;49;72,87;105,12
"IBUPROFEN";"NEONATAL GASTROINTESTINAL HAEMORRHAGE";6;0,0263165898357223;Inf;49;104,11;204,05
"PONATINIB";"LEUKAEMIA RECURRENT";6;0,0263491760044143;268,93;48,95;104,03;203,92
"EMPAGLIFLOZIN";"KETOSIS";8;0,0563523477248337;235,94;48,83;92,07;161,33
"EXEMESTANE";"NEOPLASM PROGRESSION";33;0,470020724803288;72,24;48,78;65,64;86,8
"ABOBOTULINUMTOXINA";"EYELID PTOSIS";9;0,0711551579560217;130,14;48,75;88,31;149,89
"PASIREOTIDE DIASPARTATE";"DIABETES MELLITUS";17;0,19726580320561;87,06;48,7;74,2;109,26
"SORAFENIB";"PALMOPLANTAR KERATODERMA";5;0,00606971702171108;1509,4;48,66;125,69;291,59
"CARBIDOPALEVODOPA";"MEDICAL DEVICE SITE DISCOLOURATION";7;0,0421990884562411;Inf;48,62;96,33;175,82
"CARBIDOPALEVODOPA";"MEDICAL DEVICE SITE DRYNESS";7;0,0421990884562411;Inf;48,62;96,33;175,82
"CYCLOPHOSPHAMIDE";"MYCOBACTERIUM CHELONAE INFECTION";6;0,0266598308126122;292,28;48,6;103,31;202,69
"FORMOTEROL FUMARATE DIHYDRATEMOMETASONE FUROATE";"NO ADVERSE EVENT";65;1,05383669550181;62,96;48,5;59,78;73,03
"BEVACIZUMAB";"GASTROINTESTINAL PERFORATION";11;0,10208160445605;126,4;48,49;82,56;133,32
"SPIRONOLACTONE";"HYPERKALAEMIA";22;0,282174496760935;80,04;48,47;69,97;98,4
"AMLODIPINE BESYLATE";"MYOCARDIAL DEPRESSION";6;0,0268097271885957;1560,6;48,42;102,97;202,1
"LEUPROLIDE ACETATE";"PROSTATIC SPECIFIC ANTIGEN ABNORMAL";9;0,0718068813298633;218,59;48,42;87,72;148,88
"ELAGOLIX SODIUM";"AMENORRHOEA";15;0,165911391690093;96,27;48,39;75,91;114,55
"GEFITINIB";"METASTASES TO CENTRAL NERVOUS SYSTEM";10;0,0870094152303408;118,57;48,38;84,74;140,03
"EFAVIRENZEMTRICITABINETENOFOVIR DISOPROXIL FUMARATE";"OSTEONECROSIS";21;0,266174687933124;84,28;48,3;70,38;99,76
"PIMAVANSERIN TARTRATE";"HALLUCINATION";110;1,90961248528191;61,76;48,24;56,6;66,05
"LEVOTHYROXINE SODIUM";"REACTION TO EXCIPIENT";14;0,15046989255254;105,55;48,2;76,89;117,69
"EPOPROSTENOL";"TRANSFUSION";24;0,318421178402756;81,3;48,17;68,41;94,84
"OMALIZUMAB";"HUMIDITY INTOLERANCE";22;0,28422525297729;182,46;48,14;69,5;97,75
"SUNITINIB MALATE";"NEOPLASM PROGRESSION";79;1,32460386080927;63,94;48,14;58,16;69,77
"EPOPROSTENOL";"DEVICE BREAKAGE";32;0,459506254371978;74,67;48,07;65;86,33
"MOGAMULIZUMABKPKC";"GRAFT VERSUS HOST DISEASE IN GASTROINTESTINAL TRACT";5;0,00619137205149484;885,13;48,07;124,89;290,42
"MACITENTAN";"CATHETERISATION CARDIAC";52;0,822494449489266;96,58;48,05;60,76;75,98
"MEASLES VIRUS STRAIN ENDERS ATTENUATED EDMONSTON LIVE ANTIGENMUMPS VIRUS STRAIN B LEVEL JERYL LYNN LIVE ANTIGENRUBELLA VIRUS STRAIN WISTAR RA 273 LIVE ANTIGENVARICELLAZOSTER VIRUS STRAIN OKAMERCK LIVE ANTIGEN";"PRODUCT STORAGE ERROR";12;0,118939515726085;101,55;48,05;79,84;126,37
"TREPROSTINIL";"INFUSION SITE DISCOLOURATION";10;0,0878392763263657;200,65;48,02;84,12;139
"FLUDARABINE PHOSPHATE";"ENCEPHALITIS VIRAL";6;0,0271725198667008;245,7;48,01;102,13;200,69
"PALIPERIDONE PALMITATE";"GALACTORRHOEA";10;0,0879044486637498;131,95;47,99;84,07;138,92
"SOMATROPIN";"INSULINLIKE GROWTH FACTOR INCREASED";17;0,200976281614015;110,9;47,91;72,98;107,47
"BENDAMUSTINE HYDROCHLORIDE";"PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY";9;0,0729452248228399;128,97;47,86;86,7;147,15
"MONTELUKAST SODIUM";"PSYCHOMOTOR SKILLS IMPAIRED";12;0,11967379072728;115,95;47,81;79,43;125,72
"BLINATUMOMAB";"VENOOCCLUSIVE DISEASE";6;0,0273723817013456;243,44;47,77;101,68;199,92
"EGG PHOSPHOLIPIDSGLYCERINMEDIUMCHAIN TRIGLYCERIDESSOYBEAN OIL";"CHILLS";7;0,0433613284729252;161,89;47,77;94,67;172,84
"IXAZOMIB CITRATE";"PRODUCT PHYSICAL ISSUE";31;0,445014098948987;74,94;47,74;64,87;86,55
"NALTREXONE";"LACK OF INJECTION SITE ROTATION";7;0,043404776697848;210,05;47,74;94,61;172,73
"DOCOSANOL";"APPLICATION SITE SWELLING";6;0,0274766574411602;241,66;47,66;101,44;199,52
"AZITHROMYCIN MONOHYDRATE";"OCULAR HYPERAEMIA";11;0,104380015554465;106,32;47,63;81,09;130,96
"ATAZANAVIR SULFATE";"FOETAL EXPOSURE DURING PREGNANCY";15;0,169024457005809;89,34;47,62;74,69;112,72
"BUPRENORPHINE";"INJECTION SITE EROSION";6;0,027535312544806;362,5;47,59;101,31;199,3
"CITALOPRAM HYDROBROMIDE";"ORGASMIC SENSATION DECREASED";5;0,00632171672626315;Inf;47,44;124,03;289,19
"ONDANSETRON HYDROCHLORIDE";"PHARYNGITIS";12;0,120855582445179;101,95;47,42;78,79;124,71
"MAGNESIUM SALICYLATE";"PRODUCT QUALITY ISSUE";7;0,0438740175270139;160,04;47,41;93,95;171,55
"BACLOFEN";"ENCEPHALOPATHY";34;0,502407031660722;71,63;47,4;63,5;83,64
"GILTERITINIB";"HEPATIC FUNCTION ABNORMAL";28;0,394672813142219;73,34;47,4;65,51;88,69
"LOPINAVIRRITONAVIR";"HEPATIC FUNCTION ABNORMAL";12;0,121155375197146;100,46;47,33;78,63;124,45
"ACETAMINOPHEN";"PROTHROMBIN TIME RATIO DECREASED";8;0,0589418619302308;405,18;47,32;89,23;156,36
"TOLVAPTAN";"LIVER INJURY";19;0,237948548612046;83,84;47,29;70,33;101,45
"VANCOMYCIN";"NEPHROPATHY TOXIC";17;0,203924243675025;90,62;47,29;72,04;106,08
"METFORMIN HYDROCHLORIDESAXAGLIPTIN HYDROCHLORIDE";"CARDIOVASCULAR DISORDER";5;0,00635647530620136;801,65;47,27;123,81;288,86
"TACROLIMUS";"SECONDARY IMMUNODEFICIENCY";13;0,137700459247737;137,78;47,22;76,78;119,39
"ACETAMINOPHEN";"PYROGLUTAMATE INCREASED";7;0,0442063964476731;709,07;47,18;93,49;170,73
"BALOXAVIR MARBOXIL";"NO ADVERSE EVENT";115;2,05292862760092;58,1;47,14;55,1;64,09
"ALIROCUMAB";"BLOOD CHOLESTEROL DECREASED";8;0,0592807580846285;173,22;47,13;88,87;155,73
"BUPRENORPHINE";"APPLICATION SITE IRRITATION";21;0,273517437945073;89,21;47,12;68,65;97,31
"METRELEPTIN";"HYPERPHAGIA";6;0,0279806568502644;229,32;47,08;100,31;197,61
"NEVIRAPINE";"POLYDACTYLY";5;0,00639557870863186;926,38;47,07;123,55;288,49
"ESOMEPRAZOLE MAGNESIUM";"TUBULOINTERSTITIAL NEPHRITIS";162;2,98462584561108;78,32;47,06;53,66;60,96
"TRASTUZUMAB";"CARDIOTOXICITY";27;0,379835244331093;82,91;47,06;65,44;89,08
"AFATINIB";"MALIGNANT NEOPLASM PROGRESSION";60;0,991883871584426;61,66;47,05;58,5;72,06
"GLIPIZIDE";"HYPOGLYCAEMIA";9;0,0746418780060741;121,81;47,05;85,23;144,65
"ALIROCUMAB";"LOW DENSITY LIPOPROTEIN DECREASED";7;0,0444605685634713;212,2;47;93,14;170,11
"PIMAVANSERIN TARTRATE";"PARKINSONS DISEASE";37;0,56207013412467;71,33;46,99;62,16;80,96
"CARBIDOPALEVODOPA";"DEVICE LOOSENING";13;0,138654147784792;214,34;46,95;76,33;118,7
"BUPRENORPHINE HYDROCHLORIDE";"DRUG WITHDRAWAL SYNDROME";7;0,0445583270695476;159,42;46,93;93,01;169,87
"VERAPAMIL HYDROCHLORIDE";"COMPLETED SUICIDE";96;1,68994694971737;58,43;46,92;55,68;65,69
"FINASTERIDE";"MUSCLE DISORDER";10;0,0907981004436064;116,87;46,79;81,97;135,45
"ACETAMINOPHENHYDROCODONE BITARTRATE";"DRUG DIVERSION";19;0,240876958971841;85,57;46,77;69,55;100,33
"RIBOCICLIB";"BREAST CANCER METASTATIC";19;0,241181096546301;87,85;46,72;69,47;100,22
"CARBIDOPALEVODOPA";"DOPAMINE DYSREGULATION SYNDROME";8;0,0602844120803445;659,52;46,58;87,82;153,9
"LANSOPRAZOLE";"PROTEINURIA";59;0,98294222689532;69,14;46,58;58,03;71,6
"BETAINE";"WHITE MATTER LESION";5;0,00649550962595423;863,51;46,57;122,9;287,56
"PEMBROLIZUMAB";"IMMUNEMEDIATED MYOCARDITIS";8;0,0603495844177286;220,27;46,54;87,75;153,79
"RIBAVIRIN";"HEPATIC CANCER";11;0,10748221881395;108,71;46,51;79,2;127,89
"TRETINOIN";"APPLICATION SITE ERYTHEMA";8;0,0604082395213743;136,05;46,51;87,69;153,68
"ULIPRISTAL ACETATE";"UNINTENDED PREGNANCY";5;0,00650854409343106;786,58;46,5;122,82;287,43
"DINOPROSTONE";"FOETAL EXPOSURE DURING DELIVERY";5;0,0065107165046772;804,14;46,49;122,8;287,41
"FORMOTEROL FUMARATEMOMETASONE FUROATE";"WHEEZING";11;0,107603873843734;102,88;46,47;79,13;127,77
"ASPIRIN";"MONOPLEGIA";11;0,107740735752241;113,44;46,42;79,04;127,64
"VEDOLIZUMAB";"COLECTOMY";31;0,458409186692678;92,51;46,42;63,08;84,15
"GUSELKUMAB";"DRUG DELIVERY SYSTEM MALFUNCTION";22;0,295856342789115;81,97;46,4;66,98;94,21
"ALEMTUZUMAB";"LYMPHOPENIA";29;0,422108194769703;74,23;46,39;63,73;85,83
"PEGINTERFERON BETA1A";"DRUG DELIVERY SYSTEM MALFUNCTION";17;0,208421134954531;87,88;46,38;70,65;104,04
"DEXLANSOPRAZOLE";"CHRONIC KIDNEY DISEASE";105;1,88881599242263;56,91;46,36;54,6;63,95
"MEPERIDINE HYDROCHLORIDE";"DRUG HYPERSENSITIVITY";62;1,04593780821085;59,89;46,35;57,42;70,48
"OMALIZUMAB";"ALLERGY TO ANIMAL";23;0,31414370065911;160,63;46,33;66,32;92,59
"ELTROMBOPAG";"PLATELET COUNT INCREASED";18;0,226156700368006;83,68;46,3;69,65;101,47
"DECITABINE";"ASPERGILLUS INFECTION";6;0,0286932077389978;214,14;46,28;98,73;194,98
"ETHINYL ESTRADIOLLEVONORGESTREL";"PREGNANCY ON CONTRACEPTIVE";5;0,00655199231835383;921,9;46,28;122,53;287,02
"TACROLIMUS";"LIVER TRANSPLANT REJECTION";14;0,157851745966919;125,89;46,25;73,79;112,95
"AFLIBERCEPT";"BLINDNESS UNILATERAL";35;0,53486937291177;74,28;46,19;61,61;80,83
"ELEXACAFTORIVACAFTORTEZACAFTOR";"INFECTIVE PULMONARY EXACERBATION OF CYSTIC FIBROSIS";106;1,91643168418354;71,04;46,18;54,34;63,6
"RIVAROXABAN";"GASTROINTESTINAL HAEMORRHAGE";1168;24,0696301252612;98,27;46,16;48,45;50,83
"TISAGENLECLEUCEL";"HYPOXIA";54;0,89609574250844;64,3;46,14;58,07;72,33
"PEGFILGRASTIM";"COLONY STIMULATING FACTOR THERAPY";6;0,0288322420587507;Inf;46,12;98,42;194,47
"CARGLUMIC ACID";"HYPERAMMONAEMIA";5;0,00659109572078433;813,5;46,09;122,28;286,66
"LEVOFLOXACIN";"TENDON DISORDER";20;0,262427278533535;87,69;46,09;67,82;96,95
"LANSOPRAZOLE";"RENAL CYST";33;0,499272242232544;77,34;46,06;61,98;81,96
"GANCICLOVIR";"PATHOGEN RESISTANCE";9;0,0768707719446122;120,26;46,02;83,36;141,49
"ARIPIPRAZOLE";"SCHIZOPHRENIA";35;0,537348094143614;72,06;45,99;61,34;80,47
"DIDANOSINE";"FOETAL EXPOSURE DURING PREGNANCY";6;0,0289756212009958;207,63;45,97;98,11;193,95
"IBRUTINIB";"MULTIMORBIDITY";15;0,176030483274606;169,43;45,96;72,09;108,79
"PALBOCICLIB";"NEOPLASM PROGRESSION";444;8,89771853370931;80,35;45,94;49,7;53,7
"EPOPROSTENOL";"OXYGEN THERAPY";7;0,0460486011843986;178,44;45,92;91,01;166,31
"RISPERIDONE";"HYPERPROLACTINAEMIA";27;0,389956508326852;93,17;45,91;63,84;86,91
"MACITENTAN";"PULMONARY ARTERIAL PRESSURE INCREASED";28;0,408487176256414;109,66;45,89;63,42;85,87
"VENETOCLAX";"CHRONIC LYMPHOCYTIC LEUKAEMIA";38;0,595114681589684;83,11;45,88;60,46;78,48
"VALGANCICLOVIR HYDROCHLORIDE";"CYTOMEGALOVIRUS INFECTION";7;0,0461463596904748;153,6;45,86;90,88;166,08
"DABIGATRAN ETEXILATE MESYLATE";"BLOOD LOSS ANAEMIA";22;0,299983924156779;84,54;45,81;66,13;93,01
"PREDNISOLONE ACETATE";"PRODUCT CONTAINER ISSUE";8;0,0617638241389648;132,52;45,78;86,32;151,28
"COLLAGENASE CLOSTRIDIUM HISTOLYTICUM";"WOUND COMPLICATION";7;0,046337531880135;163,72;45,72;90,63;165,64
"OCTREOTIDE ACETATE";"HEPATIC MASS";12;0,126382196655356;116,63;45,69;75,92;120,16
